area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Pattanagere,2 Bedroom,,1350,2,0,90
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,3875,3,2,864
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1493,3,2,82
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1098,2,1,43.91
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1900,2,1,170
Super built-up  Area,Ready To Move,Dollars Layout,3 BHK,Sancya ,1460,3,2,88
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,,2350,4,3,285
Plot  Area,Ready To Move,Horamavu Banaswadi,5 Bedroom,,1600,5,3,140
Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091,2,1,32
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Inurave,1180,2,3,42
Super built-up  Area,19-Dec,Kanakpura Road,2 BHK,PrityFa,1366,3,1,76.85
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,DSureSi,1685,3,2,95
Built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260,2,3,100
Plot  Area,Ready To Move,Whitefield,3 Bedroom,Chpana ,3010,3,2,200
Plot  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,1330,4,1,140
Plot  Area,Ready To Move,Mallasandra,2 Bedroom,,1200,2,0,130
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1346,2,1,96.17
Super built-up  Area,18-Aug,Chandapura,1 BHK,Dhowsyo,630,1,0,13.86
Super built-up  Area,19-May,Sarjapur  Road,3 BHK,Klark L,1446 - 1506,,,98.94
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3,2,140
Plot  Area,Ready To Move,Frazer Town,5 Bedroom,,2350,2,0,423
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1,1,34
Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,5 Bedroom,,800,5,2,98
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2,2,46
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,3850,5,,316
Super built-up  Area,18-Jul,Hebbal,4 BHK,Cehosy ,4235,4,2,365
Plot  Area,18-Apr,Kurubarahalli,1 Bedroom,,800,1,0,52
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Leino C,2250,3,1,195
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Rancy R,1352,2,2,68
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2002,3,2,112
Plot  Area,Ready To Move,Bileshivale,4 Bedroom,FeowsMe,4000,5,1,280
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,KuncyRe,1060,2,2,45
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1419.59,2,1,59
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2,2,51.15
Built-up  Area,18-Dec,Electronic City,3 BHK,,1220,2,2,35.24
Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,Shitt S,1595,3,2,75
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1260,2,3,75
Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1100,2,2,47
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,Asneren,1550,2,2,140
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1180,2,3,52
Plot  Area,18-Dec,Electronic City,4 Bedroom,Janaala,4000,5,1,150
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3,2,85
Super built-up  Area,Ready To Move,Hennur,2 BHK,,1285,2,1,60
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,,1080,4,1,75
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1862,3,2,119
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2,2,48
Built-up  Area,14-Nov,Whitefield,3 BHK,,1410,3,2,43.71
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,PrrvaPl,1560,2,2,62.4
Plot  Area,Ready To Move,Chikkabettahalli,5 Bedroom,,1100,4,3,150
Super built-up  Area,19-Nov,Thanisandra,3 BHK,Bhe 2ko,1634,3,3,78
Plot  Area,Ready To Move,Ambedkar Nagar,5 Bedroom,Thessrm,5530,5,3,627
Built-up  Area,Ready To Move,Whitefield,3 BHK,,1150,2,3,44
Super built-up  Area,18-May,Ashirvad Colony,2 BHK,,1100,2,,53
Super built-up  Area,19-Mar,Yelahanka,3 BHK,,1616,3,1,65
Super built-up  Area,17-Dec,Nagavarapalya,2 BHK,PuonsSe,1392,2,1,99
Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,1798,3,1,120
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,Veisear,1675,3,3,75
Plot  Area,Ready To Move,Bhuvaneswari Nagar,2 Bedroom,,792,2,1,70
Super built-up  Area,Ready To Move,Varanasi,5 BHK,,2000,4,1,103
Built-up  Area,Ready To Move,Hongasandra,4 Bedroom,,600,7,3,89
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1700,3,2,124
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1248,2,1,69
Built-up  Area,Ready To Move,Kalkere,2 BHK,Sanetra,1147,2,1,54
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,HintsAp,1100,2,2,40
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Rancy R,1527,3,2,115
Plot  Area,Ready To Move,Shantiniketan Layout,5 Bedroom,,2400,5,2,235
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1,1,25
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,RohtsHe,1100,2,3,58
Super built-up  Area,17-Dec,Seegehalli,2 BHK,,1118,2,2,37.5
Super built-up  Area,20-Dec,Kanakapura,3 BHK,,1476,3,1,75
Built-up  Area,Ready To Move,Gopal Reddy Layout,3 BHK,Krestee,2100,3,1,75
Super built-up  Area,18-Apr,Roopena Agrahara,3 BHK,,1215,2,2,46.5
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Dimes E,1332,2,1,79
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,,1350,2,3,49
Plot  Area,Ready To Move,Kothannur,4 Bedroom,,600,4,1,81
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2,2,46
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1105,2,2,49.73
Plot  Area,Ready To Move,Padmanabhanagar,3 Bedroom,,1500,2,1,200
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,TRensre,1200,2,2,50
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251,2,1,47.4
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2,1,45
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Tencyes,1400,2,3,67
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1800,3,3,260
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703,3,2,113
Super built-up  Area,Ready To Move,NRI Layout,5 BHK,,2500,5,3,130
Super built-up  Area,Ready To Move,Varthur,3 BHK,,1250,3,,71
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,933,2,2,43
Plot  Area,Ready To Move,sankeswari,1 Bedroom,,461.82,1,1,31.7
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Mapleer,1262,2,1,75
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,915,2,2,48
Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370,2,2,61.5
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,Shise P,1210,2,3,55
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2392,4,2,260
Plot  Area,18-Feb,T c palya,3 Bedroom,,1500,2,0,85
Super built-up  Area,Ready To Move,Govindraja Nagar,2 BHK,,1065,2,3,50
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,,3100,4,2,570
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,,1515,3,3,65
Plot  Area,19-Dec,Sarjapura - Attibele Road,4 Bedroom,,1800,4,,110
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MNlam G,1445,2,3,40.31
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300,2,1,55
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,,989,2,0,60
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1300,2,1,85
Super built-up  Area,18-Jul,Chandapura,3 BHK,SunceEs,1185,2,2,30.22
Plot  Area,Ready To Move,Battarahalli,5 Bedroom,,1350,3,1,110
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1045,2,3,60
Super built-up  Area,18-Feb,Virat Nagar,2 BHK,,1205,2,2,42.18
Super built-up  Area,Ready To Move,Chennammanakere Achukattu,2 BHK,,1260,2,1,75
Plot  Area,Ready To Move,Devanahalli Road,5 Bedroom,,1320,5,2,199
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,,1500,2,2,125
Super built-up  Area,18-May,Bommanahalli,3 BHK,,1250,2,2,42.5
Built-up  Area,18-Jul,"Maragondana Halli, kr puram, old madras road",2 BHK,,1199,2,2,50
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Maity W,1385,2,1,83.09
Plot  Area,Ready To Move,Dhanalakshmi Layout,6 Bedroom,,1222,5,3,250
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1149,2,1,75
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,3,2,170
Plot  Area,Ready To Move,TC Palaya,4 Bedroom,,1200,7,1,110
Super built-up  Area,Ready To Move,Jp nagar 8th Phase .,4 Bedroom,,12000,12,,525
Plot  Area,Ready To Move,Thurahalli,5 Bedroom,Jalot C,1200,5,0,195
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1818,3,1,135
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,,1070,2,2,33
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,2,241
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1350,2,2,54.6
Built-up  Area,Ready To Move,Chandapura,2 BHK,,630,1,1,27
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1430,2,2,113
Super built-up  Area,Ready To Move,Nagavara,3 BHK,,2430,4,3,180
Plot  Area,Ready To Move,Nobo Nagar,6 Bedroom,,1500,7,3,220
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Clell D,1084,2,3,55
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Koagati,1186,2,1,56
Built-up  Area,Ready To Move,Kengeri,2 BHK,Vaens G,1255,2,2,50
Super built-up  Area,Ready To Move,Haralur Road,4 BHK,SoronSa,3400,5,3,240
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr ,1541,3,1,69.84
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5,1,282
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,NaonySy,1295,2,2,70
Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,,1000,4,3,110
Built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,Betatsi,2820,3,,285
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1370,2,2,54.79
Super built-up  Area,Ready To Move,Electronic City,2 BHK,DSgmax ,1100,2,1,40
Super built-up  Area,18-Apr,Hebbal,4 BHK,Emceske,4772,6,2,510
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,2,1,170
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1370,2,1,54.79
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,DSillto,1200,2,2,62
Plot  Area,Ready To Move,Gunjur,4 Bedroom,,2000,3,0,95
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,ImiteEl,3500,4,,300
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4,3,240
Plot  Area,Ready To Move,Kengeri,4 Bedroom,,2400,5,2,253
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3,2,62
Built-up  Area,Ready To Move,Kanakapura Road,3 Bedroom,,1950,3,2,130
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ManceEl,1178,2,3,73
Super built-up  Area,Ready To Move,Dasanapura,3 BHK,Tavenew,1286,3,2,61.44
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2,2,42
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2,2,55
Super built-up  Area,21-Dec,Electronic City,3 BHK,KonteiT,1563,3,2,91.84
Super built-up  Area,18-Nov,Govindpura,2 BHK,,1326,2,1,62.17
Super built-up  Area,Ready To Move,3rd Block Jayanagar,3 BHK,,1350,2,2,140
Super built-up  Area,17-Dec,Hebbal,4 BHK,Cehosy ,3960,5,3,386
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1240,2,2,39.06
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,JaaldEm,1325,2,2,50
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Whosone,1100,2,1,44
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,3875,3,2,800
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner ,1605,3,2,50
Super built-up  Area,Ready To Move,Hennur Road,5 BHK,,5600,5,3,515
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Srhts P,1260,2,1,60
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1553,3,2,83.09
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1280,2,2,52
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Arade A,1550,2,2,75
Super built-up  Area,Ready To Move,Arekere,3 BHK,,1445,2,2,125
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,PintsAp,1550,3,2,74
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1515,2,1,80.91
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1332,2,1,86.12
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Briumri,1652,3,2,70
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1570,3,1,105
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,5400,4,3,725
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,DShtsow,794,1,1,60
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,,1200,2,0,62
Built-up  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,RBRWAyo,3600,3,2,410
Plot  Area,Ready To Move,Hosakerehalli,3 Bedroom,,1200,3,2,175
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,,1650,3,1,220
Plot  Area,Ready To Move,Chandra Layout,4 Bedroom,,600,2,1,85
Super built-up  Area,Ready To Move,HRBR Layout,3 BHK,VDenaWa,2800,3,2,250
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SocusHi,1750,3,2,110
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1053,2,1,48
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3,2,53
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,Srhan P,1665,3,3,70
Plot  Area,Ready To Move,Outer Ring Road East,4 Bedroom,PrstaTe,4051,4,3,345
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,5500,5,1,1500
Built-up  Area,Ready To Move,Bommasandra,3 BHK,KBaleoy,1447,3,2,80
Built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1012,2,1,75
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,Saestde,1900,3,2,60
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2,2,92.66
Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,,3250,4,,230
Super built-up  Area,Ready To Move,Hormavu,1 BHK,,1351,2,1,53
Super built-up  Area,Ready To Move,Electronic City,2 BHK,,1000,2,2,22
Plot  Area,Ready To Move,J P Nagar 7th Phase Ramayya City,4 Bedroom,,1200,4,2,350
Super built-up  Area,18-Aug,Gunjur,2 BHK,BMineis,1140,2,2,49.11
Super built-up  Area,22-May,Jakkur,4 BHK,SoineC ,2249.81 - 4112.19,4,0,260.5
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2,1,55
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1290,3,3,45.15
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1424,2,2,90
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1320,2,2,60.6
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3,2,85.5
Super built-up  Area,Ready To Move,Shanthala Nagar,5 BHK,Kierser,8321,5,3,2700
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2,2,45
Built-up  Area,Ready To Move,Koramangala,3 BHK,Jalonht,1975,3,,210
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1295,2,2,59.5
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1777,3,2,100
Super built-up  Area,18-Apr,Kadugodi,3 BHK,,1900,3,,108
Super built-up  Area,17-Jul,Anandapura,3 BHK,ViensRK,1576,3,2,59.1
Super built-up  Area,Ready To Move,Sompura,2 BHK,,1020,2,3,41
Super built-up  Area,Ready To Move,Green Domain Layout,3 BHK,,2100,3,3,170
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,1 BHK,Prllsan,648,1,1,31.75
Super built-up  Area,Ready To Move,Neeladri Nagar,3 BHK,AdingSV,1167,2,1,38
Plot  Area,Ready To Move,Vyalikaval,4 Bedroom,,1000,7,3,160
Super built-up  Area,Ready To Move,Hoodi,2 BHK,,1220,2,2,50.89
Super built-up  Area,Ready To Move,Kogilu,3 BHK,Leora E,2350,5,1,327
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1259,2,1,67.4
Built-up  Area,Ready To Move,Gottigere,4 Bedroom,,2000,4,2,82
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,1800,3,1,80
Built-up  Area,Ready To Move,Cleveland Town,3 BHK,Coner C,1991,3,2,160
Super built-up  Area,Ready To Move,Bannerghatta,3 BHK,,1665,3,3,110
Built-up  Area,20-Dec,"Hoodi Circle, ",2 BHK,,1234,2,1,61
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1340,2,2,64.31
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1170,2,2,46.79
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,995,2,0,46
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1075,2,2,60
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1025,2,1,54.5
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRodsen,2721,3,2,113
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,2000,3,2,99
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Sanne E,2500,4,3,155
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325,2,2,70
Super built-up  Area,18-Apr,Kadugodi,2 BHK,Alestrb,1314,2,3,68.2
Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,,2265,3,2,136
Built-up  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,,4800,7,0,170
Super built-up  Area,21-Dec,Yelahanka,2 BHK,,1026,2,1,41
Built-up  Area,Ready To Move,Syndicate Bank Colony,3 BHK,,1200,3,2,66
Built-up  Area,Ready To Move,Kada Agrahara,3 BHK,ARineha,2220,4,2,65
Super built-up  Area,18-Sep,KR Puram,2 BHK,MCnexva,1070 - 1315,2,0,51.22
Super built-up  Area,18-Dec,Hebbal,2 BHK,Mahosya,1420,2,1,99.39
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ceiti I,1888,4,1,95
Super built-up  Area,18-May,JP Nagar,2 BHK,Shestut,1300,2,1,90.87
Super built-up  Area,18-May,Rajaji Nagar,2 BHK,Pumesim,1216,2,0,97.16
Plot  Area,19-Dec,"Off Sarjapur road, ",4 Bedroom,,3000,4,3,342
Built-up  Area,Ready To Move,Begur,3 BHK,,1559,3,2,63
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1290,2,1,87
Plot  Area,Ready To Move,M C Layout,6 Bedroom,,2400,6,,245
Built-up  Area,18-Jun,Whitefield,1 BHK,,905,1,1,55
Built-up  Area,Ready To Move,Nanjappa Layout,2 BHK,AnazaPl,1069,2,,55
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,2 BHK,,829,2,1,22.8
Built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1900,2,1,200
Built-up  Area,Ready To Move,Dodda Banaswadi,5 Bedroom,,3040Sq. Meter,5,1,140
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1300,3,2,60
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1115,2,1,33.45
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2409,3,2,360
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,2150,4,2,125
Super built-up  Area,19-Mar,Marathahalli,3 BHK,Unezes ,1305,2,1,69
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,GolusLi,1252,2,1,56.32
Plot  Area,Ready To Move,Hosakerehalli,5 Bedroom,,2400,5,,250
Plot  Area,18-Sep,Whitefield,2 Bedroom,,1200,2,1,46.13
Built-up  Area,Ready To Move,Koramangala,3 BHK,,1750,3,1,130
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1,1,35
Plot  Area,Ready To Move,BEL Layout,2 Bedroom,,1375,2,1,105
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Chllsev,1313,2,2,66.5
Plot  Area,Ready To Move,Attibele,4 Bedroom,,3640,4,1,275
Super built-up  Area,20-Dec,Akshayanagara East,3 BHK,,1693,3,2,108
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1160,2,1,41.75
Plot  Area,Ready To Move,Sri Kanteshwara Nagar,3 Bedroom,,1200,3,0,200
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1255,2,2,79
Plot  Area,Ready To Move,KR Puram,4 Bedroom,,1000,4,1,75
Built-up  Area,Ready To Move,Bellari Road,2 BHK,Pralmat,900,2,1,45
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Cerasy ,1700,3,2,90
Carpet  Area,Ready To Move,Indira Nagar,3 BHK,Gonorir,1875,3,1,180
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1700,3,2,88
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1749,3,2,115
Plot  Area,Ready To Move,Dasanapura,2 Bedroom,,1500,3,1,65
Super built-up  Area,Ready To Move,Varanasi,2 BHK,,1175,2,1,48
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,,1280,2,1,60
Built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,Krllael,1200,2,2,50
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2,2,115
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2,1,46
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2,0,66
Super built-up  Area,19-Dec,9th Phase JP Nagar,2 BHK,,1127,2,1,50
Built-up  Area,Ready To Move,Indira Nagar,2 BHK,VKvenas,1210,2,1,102
Built-up  Area,Ready To Move,Jyothi Nagar,2 BHK,,600,2,1,23
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,4190,4,3,380
Super built-up  Area,Ready To Move,Tata Nagar,2 BHK,Shensit,1364,2,2,70
Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2268,3,0,146
Super built-up  Area,Ready To Move,RK Layout 2nd Stage,3 BHK,,1150,2,2,77.5
Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,,1146,2,1,39.5
Built-up  Area,Ready To Move,Magadi Road,2 BHK,DSellil,1345,2,2,55
Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2,2,41
Built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2,1,36
Built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1156,2,2,49.5
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ARvasV ,1247,2,1,59.8
Super built-up  Area,Ready To Move,Mangammanapalya,2 BHK,,1058,2,2,60
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2,1,48
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,420,2,0,35
Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,,600,2,2,90
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1520,2,1,103
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1215,2,2,58.86
Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,,900,1,1,30
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,2350,3,2,174
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1050,2,2,46
Super built-up  Area,Ready To Move, Devarabeesana Halli,3 BHK,Sorisa ,1672,3,2,150
Plot  Area,Ready To Move,Laggere,5 Bedroom,,2800,5,2,125
Super built-up  Area,Ready To Move,MCECHS  layout,3 BHK,,1500,2,2,65
Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,,1400,2,2,65
Plot  Area,18-May,Whitefield,4 Bedroom,Prtates,500Sq. Yards,4,2,378
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,2700,4,2,130
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,920,2,1,37.46
Plot  Area,18-Feb,Sarjapur  Road,3 Bedroom,Cetattu,1200,3,2,70
Built-up  Area,Ready To Move,Brindavan Nagar,3 BHK,Mancy R,1250,3,2,139
Super built-up  Area,18-Mar,Hosakerehalli,3 BHK,SoageHe,1817,4,,153
Plot  Area,Ready To Move,Cooke Town,5 Bedroom,,2043,6,,375
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2,2,46
Built-up  Area,Ready To Move,Yelahanka,4 Bedroom,,4346,4,1,450
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NRowse ,1464,2,2,56
Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1468,3,2,130
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1555,2,1,82
Plot  Area,Ready To Move,Munnekollal,6 Bedroom,,1200,4,2,110
Built-up  Area,Ready To Move,Whitefield,2 BHK,SNadeAr,1150,2,0,55
